,Global_reactive_power,Voltage,Global_intensity,Day,Month,Hour,Minutes,total_metering
248532,0.048,234.52,7.4,6,7,7,36,18.0
17037,0.198,243.61,2.8,28,12,13,21,1.0
62747,0.0,242.57,2.4,29,1,7,11,0.0
211806,0.33,232.89,16.2,5,12,19,30,45.0
218534,0.0,234.24,8.8,17,5,11,38,32.0
83755,0.0,237.35,10.8,2,12,21,19,1.0
232069,0.056,233.25,6.2,26,5,21,13,19.0
164824,0.122,241.72,1.4,4,10,4,28,0.0
227443,0.18,238.3,1.8,23,5,16,7,0.0
75337,0.13,242.56,1.4,2,7,1,1,0.0
56113,0.144,244.72,12.4,24,1,16,37,19.0
182462,0.45,235.8,16.9,22,4,10,26,45.0
2783,0.096,243.1,7.0,18,12,15,47,19.0
146933,0.118,241.11,1.4,28,3,18,17,0.0
59951,0.204,241.47,6.0,27,1,8,35,1.0
36284,0.0,238.67,4.4,1,10,22,8,0.0
177530,0.11,242.27,2.4,19,4,0,14,0.0
17422,0.198,239.08,9.0,28,12,19,46,0.0
8392,0.256,239.4,2.6,22,12,13,16,0.0
63650,0.1,237.97,2.6,29,1,22,14,0.0
1346,0.0,239.6,11.8,17,12,15,50,18.0
117845,0.178,241.01,1.8,3,8,13,29,2.0
238140,0.056,236.0,1.2,31,5,2,24,1.0
28141,0.0,242.55,9.6,1,5,6,25,0.0
137428,0.106,246.52,1.4,22,3,3,52,0.0
108555,0.248,241.32,1.8,3,2,2,39,2.0
136850,0.0,240.77,8.8,21,3,18,14,27.0
181169,0.0,242.32,2.0,21,4,12,53,0.0
146226,0.122,240.9,6.4,28,3,6,30,19.0
104935,0.0,246.61,1.0,27,2,14,19,0.0
180933,0.106,239.45,1.0,21,4,8,57,0.0
84523,0.1,238.81,1.8,13,2,10,7,0.0
140076,0.0,244.37,0.8,24,3,0,0,0.0
63499,0.338,233.82,8.8,29,1,19,43,18.0
109646,0.112,241.45,1.2,3,2,20,50,1.0
62642,0.108,243.04,5.6,29,1,5,26,20.0
174592,0.128,242.13,6.6,16,4,23,16,19.0
39377,0.298,239.03,2.2,13,1,1,41,1.0
50252,0.0,243.62,5.8,20,1,14,56,19.0
147508,0.112,244.86,1.4,29,3,3,52,0.0
41426,0.0,238.28,1.2,14,1,11,50,0.0
247827,0.424,234.1,9.8,6,6,19,51,18.0
217896,0.0,237.17,1.0,17,5,1,0,0.0
172333,0.0,239.64,0.8,15,4,9,37,0.0
158619,0.088,231.88,16.9,4,5,21,3,45.0
228925,0.0,237.0,1.0,24,5,16,49,0.0
226524,0.058,234.88,1.2,23,5,0,48,1.0
74176,0.0,242.04,1.0,2,6,5,40,0.0
195098,0.104,237.11,1.0,5,1,5,2,0.0
59718,0.0,245.3,1.0,27,1,4,42,0.0
194200,0.102,239.2976727604501,3.6,30,4,14,4,1.0
230292,0.0,235.42,1.4,25,5,15,36,0.0
181907,0.144,242.63,1.2,22,4,1,11,0.0
62822,0.0,239.64,5.6,29,1,8,26,18.0
204272,0.0,231.87,14.8,5,7,13,56,45.0
169086,0.208,240.27,1.6,13,4,3,30,1.0
69480,0.074,239.36,14.8,2,2,23,24,17.0
148709,0.0,240.47,1.0,29,3,23,53,0.0
4143,0.238,246.7,1.8,19,12,14,27,1.0
228019,0.294,237.63,2.2,24,5,1,43,2.0
111049,0.05,236.1,8.0,3,3,20,13,17.0
102570,0.0,242.5,0.8,25,2,22,54,0.0
229274,0.108,236.8,12.2,24,5,22,38,29.0
110026,0.234,242.3,1.8,3,3,3,10,0.0
147065,0.146,230.08,12.4,28,3,20,29,9.0
18027,0.0,245.53,9.6,29,12,5,51,1.0
167171,0.0,240.4,0.8,4,11,19,35,0.0
201206,0.0,237.39,1.0,5,5,10,50,0.0
151955,0.196,242.3,1.8,4,1,5,59,2.0
132776,0.05,235.64,5.2,18,3,22,20,2.0
229244,0.076,234.27,7.0,24,5,22,8,0.0
58965,0.0,248.73,1.0,26,1,16,9,0.0
77558,0.118,246.72,1.4,2,8,14,2,0.0
231505,0.222,232.98,10.8,26,5,11,49,35.0
148099,0.116,243.14,1.4,29,3,13,43,0.0
239432,0.0,236.91,1.4,31,5,23,56,0.0
79598,0.36,243.05,2.6,2,10,0,2,2.0
192129,0.102,239.2976727604501,3.6,29,4,3,33,1.0
188635,0.19,234.17,1.4,26,4,17,19,0.0
110325,0.0,244.53,1.0,3,3,8,9,0.0
76912,0.14,244.21,1.4,2,8,3,16,0.0
79610,0.168,242.61,2.4,2,10,0,14,4.0
196871,0.112,235.11,1.0,5,2,10,35,0.0
131779,0.11,245.14,1.4,18,3,5,43,0.0
233543,0.094,233.39,8.4,27,5,21,47,19.0
111328,0.0,239.35,0.8,3,4,0,52,0.0
53612,0.128,245.82,6.8,22,1,22,56,2.0
53405,0.274,235.09,16.9,22,1,19,29,21.0
148500,0.23,238.43,10.6,29,3,20,24,18.0
39668,0.268,245.09,1.8,13,1,6,32,2.0
103111,0.0,240.83,0.8,26,2,7,55,0.0
112343,0.25,239.7,12.0,3,4,17,47,19.0
134746,0.124,241.8,8.6,20,3,7,10,20.0
91402,0.142,241.82,1.4,18,2,4,46,0.0
2386,0.078,238.1,5.4,18,12,9,10,19.0
222636,0.186,236.56,2.8,20,5,8,0,2.0
173943,0.114,240.07,1.2,16,4,12,27,2.0
160533,0.0,241.11,1.0,4,7,4,57,0.0
2536,0.056,241.74,6.6,18,12,11,40,18.0
72966,0.106,238.06,5.8,2,5,9,30,17.0
97880,0.086,243.37,2.8,22,2,16,44,0.0
35968,0.344,242.4,2.4,1,10,16,52,0.0
468,0.256,240.31,14.4,17,12,1,12,37.0
110829,0.218,241.77,1.8,3,3,16,33,1.0
244678,0.19,237.34,1.8,6,4,15,22,0.0
37601,0.304,234.26,16.9,1,11,20,5,45.0
172238,0.12,241.8,1.4,15,4,8,2,0.0
121718,0.05,240.21,14.0,3,11,6,2,0.0
162048,0.2,240.27,3.8,4,8,6,12,1.0
107961,0.094,239.04,5.6,3,1,16,45,18.0
84199,0.0,241.04,1.0,13,2,4,43,0.0
178041,0.16,242.15,5.4,19,4,8,45,19.0
197765,0.0,238.72,0.8,5,3,1,29,1.0
126111,0.0,242.23,6.2,14,3,7,15,18.0
138212,0.114,244.71,1.4,22,3,16,56,1.0
203791,0.086,235.19,1.0,5,7,5,55,0.0
23960,0.0,241.58,1.4,1,2,8,44,0.0
147207,0.11,245.18,1.4,28,3,22,51,1.0
2039,0.27,246.58,1.8,18,12,3,23,1.0
201088,0.096,234.82,5.8,5,5,8,52,17.0
133067,0.0,243.94,1.0,19,3,3,11,1.0
206903,0.0,232.81,4.8,5,9,9,47,16.0
157341,0.066,243.85,5.8,4,4,23,45,18.0
195994,0.0,234.0,6.6,5,1,19,58,16.0
232133,0.136,232.26,10.2,26,5,22,17,17.0
101214,0.0,242.26,0.8,25,2,0,18,0.0
88671,0.144,241.66,8.2,16,2,7,15,1.0
162011,0.064,239.23,9.6,4,8,5,35,0.0
83205,0.198,239.38,6.2,2,12,12,9,18.0
47855,0.142,243.22,5.8,18,1,22,59,18.0
152449,0.0,244.05,5.4,4,1,14,13,18.0
45879,0.236,242.66,6.2,17,1,14,3,18.0
98787,0.064,232.54,16.9,23,2,7,51,17.0
11097,0.212,236.7,10.0,24,12,10,21,17.0
118171,0.09,234.97,6.4,3,8,18,55,0.0
187024,0.304,230.56,2.0,25,4,14,28,2.0
193732,0.102,239.2976727604501,3.6,30,4,6,16,1.0
213415,0.054,235.28,3.0,13,5,22,19,0.0
224020,0.0,231.72,11.8,21,5,7,4,0.0
98758,0.0,236.71,4.8,23,2,7,22,0.0
79555,0.23,246.21,3.2,2,9,23,19,0.0
49779,0.0,240.11,6.8,20,1,7,3,0.0
85414,0.124,245.06,1.2,14,2,0,58,2.0
124273,0.084,241.46,1.2,13,3,0,37,1.0
9944,0.088,240.41,16.9,23,12,15,8,17.0
161495,0.196,237.34,2.0,4,7,20,59,1.0
58181,0.136,244.75,1.4,26,1,3,5,2.0
100197,0.0,241.65,1.0,24,2,7,21,0.0
9383,0.32,243.56,10.6,23,12,5,47,2.0
183711,0.242,238.45,9.0,23,4,7,15,19.0
207849,0.0,235.75,4.8,5,10,1,33,17.0
159459,0.064,238.83,5.6,4,6,11,3,17.0
21502,0.164,242.05,10.4,31,12,15,46,0.0
28580,0.3,242.06,2.2,1,5,13,44,0.0
154255,0.36,238.08,10.0,4,2,20,19,18.0
133637,0.104,240.55,1.4,19,3,12,41,0.0
142791,0.096,236.65,12.6,25,3,21,15,21.0
113519,0.0,244.05,2.2,3,5,13,23,0.0
11048,0.084,238.17,14.8,24,12,9,32,17.0
295,0.0,238.59,9.8,16,12,22,19,0.0
234635,0.086,238.09,2.6,28,5,15,59,2.0
57827,0.0,242.85,8.4,25,1,21,11,18.0
121374,0.082,237.96,11.6,3,11,0,18,0.0
97283,0.056,237.25,16.9,22,2,6,47,17.0
54381,0.25,242.24,1.8,23,1,11,45,2.0
35642,0.098,233.17,16.9,1,10,11,26,45.0
197506,0.126,234.63,10.4,5,2,21,10,20.0
226505,0.24,237.82,2.2,23,5,0,29,1.0
248036,0.0,236.23,5.2,6,6,23,20,17.0
224915,0.19,234.18,8.0,21,5,21,59,17.0
161566,0.05,235.66,13.8,4,7,22,10,17.0
245593,0.178,233.41,6.8,6,5,6,37,16.0
198693,0.114,235.59,1.2,5,3,16,57,0.0
19655,0.216,243.51,5.6,30,12,8,59,2.0
152648,0.416,234.35,16.9,4,1,17,32,45.0
16828,0.056,245.17,1.0,28,12,9,52,0.0
194528,0.064,234.97,1.2,30,4,19,32,0.0
87365,0.218,240.76,6.2,15,2,9,29,19.0
79305,0.244,238.44,5.8,2,9,19,9,0.0
101875,0.142,245.04,1.4,25,2,11,19,0.0
103980,0.0,242.01,0.8,26,2,22,24,0.0
122832,0.098,244.7,1.2,3,12,0,36,1.0
215726,0.0,237.02,1.2,15,5,12,50,0.0
140537,0.07,238.94,6.6,24,3,7,41,18.0
80241,0.262,235.21,11.4,2,10,10,45,21.0
244658,0.0,235.6,0.8,6,4,15,2,0.0
151672,0.142,238.39,5.8,4,1,1,16,19.0
229624,0.07,237.4,1.4,25,5,4,28,2.0
49506,0.164,243.34,1.4,20,1,2,30,0.0
239173,0.372,233.25,6.8,31,5,19,37,2.0
243108,0.36,232.54,14.2,6,3,13,12,45.0
107654,0.1,238.04,1.2,3,1,11,38,1.0
242631,0.0,236.39,1.0,6,3,5,15,0.0
7462,0.0,238.46,0.8,21,12,21,46,0.0
130733,0.09,237.53,5.8,17,3,12,17,17.0
233388,0.176,232.64,9.0,27,5,19,12,17.0
182213,0.134,241.05,4.0,22,4,6,17,0.0
224338,0.08,232.5,1.4,21,5,12,22,0.0
33682,0.176,245.52,1.6,1,9,2,46,0.0
203451,0.082,237.02,5.2,5,7,0,15,18.0
57449,0.14,246.09,2.0,25,1,14,53,0.0
89960,0.234,240.23,2.0,17,2,4,44,0.0
9731,0.054,237.07,15.4,23,12,11,35,18.0
94511,0.0,237.89,13.8,20,2,8,35,17.0
125840,0.112,244.16,1.6,14,3,2,44,1.0
201927,0.086,235.66,5.2,5,5,22,51,19.0
54383,0.246,241.64,1.8,23,1,11,47,1.0
207757,0.088,235.65,0.8,5,10,0,1,2.0
117331,0.298,240.0,2.4,3,8,4,55,1.0
48628,0.1,240.28,1.2,19,1,11,52,0.0
209139,0.288,240.93,1.8,5,10,23,3,1.0
57350,0.082,242.41,1.4,25,1,13,14,0.0
61090,0.0,246.69,7.4,28,1,3,34,0.0
26587,0.262,239.48,10.2,1,4,4,31,1.0
231349,0.166,232.32,7.2,26,5,9,13,16.0
192960,0.102,239.2976727604501,3.6,29,4,17,24,1.0
165460,0.114,242.97,1.2,4,10,15,4,1.0
85902,0.104,236.31,5.8,14,2,9,6,19.0
248945,0.18,233.81,1.8,6,7,14,29,0.0
67762,0.214,236.12,11.2,2,1,18,46,18.0
204524,0.176,233.32,6.8,5,7,18,8,16.0
157180,0.0,235.01,15.2,4,4,21,4,17.0
78338,0.12,246.25,1.4,2,9,3,2,0.0
186793,0.048,230.96,5.8,25,4,10,37,16.0
198040,0.09,233.48,1.0,5,3,6,4,0.0
62872,0.0,237.25,7.4,29,1,9,16,17.0
95307,0.12,239.09,6.6,20,2,21,51,1.0
213260,0.082,234.94,6.8,13,5,19,44,17.0
43963,0.0,244.46,1.0,16,1,6,7,0.0
9193,0.0,242.63,9.6,23,12,2,37,0.0
14630,0.164,240.57,10.0,26,12,21,14,21.0
13221,0.066,238.22,16.9,25,12,21,45,45.0
39794,0.236,236.91,16.9,13,1,8,38,45.0
202620,0.0,234.73,1.6,5,6,10,24,0.0
218607,0.102,235.94,1.4,17,5,12,51,0.0
197623,0.0,237.56,5.4,5,2,23,7,0.0
38651,0.162,242.53,1.4,1,12,13,35,0.0
37223,0.186,243.25,1.6,1,11,13,47,0.0
31207,0.318,244.37,2.2,1,7,9,31,2.0
24756,0.0,240.43,2.2,1,2,22,0,0.0
25261,0.318,245.26,2.2,1,3,6,25,1.0
208867,0.118,236.13,1.4,5,10,18,31,0.0
32040,0.0,241.3,5.4,1,7,23,24,18.0
45743,0.236,242.01,7.4,17,1,11,47,19.0
140639,0.0,237.33,11.6,24,3,9,23,43.0
198444,0.142,234.87,1.4,5,3,12,48,1.0
24666,0.29,237.4,10.4,1,2,20,30,19.0
62416,0.0,244.31,1.0,29,1,1,40,0.0
106905,0.0,246.39,1.0,28,2,23,9,0.0
141221,0.268,230.9,16.9,24,3,19,5,45.0
137363,0.204,247.32,1.8,22,3,2,47,2.0
62308,0.136,244.2,1.4,28,1,23,52,0.0
209611,0.214,236.97,1.4,5,11,6,55,1.0
139010,0.234,244.37,1.8,23,3,6,14,0.0
126001,0.114,241.27,1.6,14,3,5,25,0.0
33991,0.232,237.88,10.2,1,9,7,55,18.0
119959,0.116,245.36,1.4,3,10,0,43,2.0
224406,0.0,235.12,1.0,21,5,13,30,0.0
129994,0.104,239.3,4.6,16,3,23,58,0.0
146713,0.224,244.3,11.6,28,3,14,37,41.0
122097,0.064,239.78,2.2,3,11,12,21,0.0
584,0.0,244.7,5.0,17,12,3,8,4.0
40182,0.1,243.24,11.0,13,1,15,6,40.0
51995,0.186,233.25,16.6,21,1,19,59,29.0
135462,0.436,236.51,16.2,20,3,19,6,38.0
173587,0.114,242.48,1.0,16,4,6,31,0.0
194048,0.102,239.2976727604501,3.6,30,4,11,32,1.0
80159,0.0,239.62,14.8,2,10,9,23,38.0
89667,0.118,242.15,7.6,16,2,23,51,18.0
166644,0.072,239.69,8.2,4,11,10,48,18.0
122787,0.162,244.86,1.6,3,11,23,51,0.0
176123,0.126,239.26,1.4,18,4,0,47,0.0
202590,0.05,232.56,10.0,5,6,9,54,0.0
224761,0.084,233.96,1.4,21,5,19,25,0.0
54603,0.0,248.25,1.0,23,1,15,27,0.0
230179,0.066,231.39,1.2,25,5,13,43,2.0
169762,0.238,240.27,1.8,13,4,14,46,2.0
15318,0.12,241.47,11.4,27,12,8,42,17.0
2686,0.0,240.22,6.6,18,12,14,10,18.0
127755,0.098,237.11,6.2,15,3,10,39,19.0
185266,0.0,237.47,1.0,24,4,9,10,0.0
33762,0.234,241.39,6.0,1,9,4,6,19.0
102755,0.0,241.12,0.8,26,2,1,59,0.0
157046,0.0,238.56,7.2,4,4,18,50,18.0
225293,0.184,235.34,1.8,22,5,4,17,1.0
201979,0.072,232.17,13.2,5,5,23,43,17.0
185759,0.074,237.53,1.0,24,4,17,23,0.0
45939,0.248,240.73,16.9,17,1,15,3,45.0
203966,0.154,231.26,14.8,5,7,8,50,44.0
14562,0.28,241.29,12.0,26,12,20,6,20.0
233258,0.304,236.6,8.6,27,5,17,2,21.0
189624,0.1,232.95,1.2,27,4,9,48,0.0
74761,0.0,244.69,7.4,2,6,15,25,18.0
21745,0.09,235.55,10.2,31,12,19,49,1.0
229631,0.164,237.16,1.6,25,5,4,35,1.0
68820,0.0,239.42,1.0,2,2,12,24,0.0
223305,0.465,232.78,14.6,20,5,19,9,20.0
50633,0.146,239.81,9.8,20,1,21,17,20.0
12197,0.0,247.04,2.0,25,12,4,41,0.0
37976,0.176,244.16,1.6,1,12,2,20,0.0
181860,0.142,242.38,1.2,22,4,0,24,0.0
39379,0.37,240.2,2.4,13,1,1,43,1.0
243326,0.17,238.25,1.6,6,3,16,50,1.0
129903,0.0,240.14,9.0,16,3,22,27,17.0
127161,0.224,240.93,2.4,15,3,0,45,2.0
47972,0.05,241.62,1.2,19,1,0,56,0.0
238583,0.16,232.77,1.6,31,5,9,47,0.0
161158,0.25,242.3,2.0,4,7,15,22,2.0
2438,0.086,237.63,5.6,18,12,10,2,17.0
160015,0.07,242.71,1.4,4,6,20,19,0.0
23253,0.13,238.23,2.0,1,1,20,57,0.0
217784,0.19,237.11,11.0,16,5,23,8,37.0
51140,0.258,243.1,2.0,21,1,5,44,1.0
144077,0.0,239.45,1.2,26,3,18,41,0.0
175039,0.096,238.73,1.2,17,4,6,43,1.0
193807,0.102,239.2976727604501,3.6,30,4,7,31,1.0
186108,0.0,240.52,0.8,24,4,23,12,0.0
135477,0.465,235.02,6.8,20,3,19,21,2.0
135623,0.246,232.11,16.9,20,3,21,47,45.0
187743,0.0,235.42,0.6,26,4,2,27,0.0
77068,0.122,243.35,5.8,2,8,5,52,18.0
118342,0.096,239.34,10.6,3,8,21,46,18.0
206705,0.134,235.12,1.4,5,9,6,29,1.0
169410,0.238,240.35,1.8,13,4,8,54,1.0
51316,0.0,239.6,6.6,21,1,8,40,17.0
206094,0.128,231.9,8.6,5,8,20,18,18.0
49406,0.252,242.11,7.6,20,1,0,50,0.0
4497,0.232,238.96,16.9,19,12,20,21,37.0
133231,0.0,244.43,1.0,19,3,5,55,0.0
66445,0.116,234.8,13.4,31,1,20,49,1.0
131645,0.148,245.85,1.4,18,3,3,29,0.0
178890,0.25,245.33,1.6,19,4,22,54,2.0
16682,0.18,242.61,2.6,28,12,7,26,0.0
9627,0.224,239.48,16.4,23,12,9,51,18.0
114086,0.2,240.89,6.0,3,5,22,50,19.0
220982,0.066,233.81,1.4,19,5,4,26,1.0
229949,0.172,230.01,6.0,25,5,9,53,18.0
142460,0.28,243.88,7.4,25,3,15,44,19.0
33,0.0,233.62,16.9,16,12,17,57,17.0
147318,0.138,245.55,1.4,29,3,0,42,0.0
189979,0.0,236.52,1.2,27,4,15,43,0.0
119836,0.0,242.77,1.2,3,9,22,40,0.0
110689,0.118,242.51,1.2,3,3,14,13,2.0
67603,0.0,243.07,1.0,2,1,16,7,0.0
3960,0.154,240.74,9.6,19,12,11,24,34.0
199925,0.0,234.96,0.8,5,4,13,29,0.0
72222,0.048,235.13,14.4,2,4,21,6,17.0
103678,0.0,242.25,1.2,26,2,17,22,0.0
128842,0.062,241.74,3.2,16,3,4,46,0.0
92566,0.124,242.75,1.4,19,2,0,10,1.0
96434,0.216,241.5,7.4,21,2,16,38,17.0
222231,0.0,239.6,1.0,20,5,1,15,0.0
120166,0.0,241.7,1.0,3,10,4,10,0.0
228176,0.074,236.3,1.2,24,5,4,20,0.0
17412,0.0,238.34,8.4,28,12,19,36,0.0
46729,0.0,244.27,1.0,18,1,4,13,0.0
11441,0.334,244.79,5.2,24,12,16,5,3.0
236559,0.074,236.12,1.2,30,5,0,3,0.0
184743,0.094,238.16,1.2,24,4,0,27,0.0
126973,0.052,231.59,16.9,14,3,21,37,45.0
21845,0.112,237.78,10.4,31,12,21,29,0.0
78372,0.128,243.39,1.4,2,9,3,36,0.0
152907,0.408,237.11,16.9,4,1,21,51,18.0
113687,0.292,242.8,2.4,3,5,16,11,1.0
245375,0.102,235.67,1.2,6,5,2,59,0.0
175935,0.086,240.32,6.0,17,4,21,39,0.0
172664,0.0,238.95,1.2,15,4,15,8,0.0
11571,0.122,240.96,2.2,24,12,18,15,0.0
67135,0.0,238.06,11.4,2,1,8,19,18.0
247813,0.465,232.77,16.9,6,6,19,37,27.0
103456,0.14,244.39,1.4,26,2,13,40,0.0
49179,0.342,237.5,7.0,19,1,21,3,0.0
122240,0.0,242.77,5.4,3,11,14,44,18.0
193553,0.102,239.2976727604501,3.6,30,4,3,17,1.0
93884,0.0,239.48,10.4,19,2,22,8,18.0
42821,0.096,241.24,5.6,15,1,11,5,18.0
217127,0.188,234.09,6.4,16,5,12,11,18.0
127415,0.196,240.34,6.0,15,3,4,59,17.0
36339,0.0,245.08,1.8,1,10,23,3,0.0
236006,0.058,233.84,1.2,29,5,14,50,0.0
123414,0.096,236.44,8.0,3,12,10,18,17.0
194040,0.102,239.2976727604501,3.6,30,4,11,24,1.0
184094,0.0,237.18,0.6,23,4,13,38,0.0
146428,0.218,237.15,6.0,28,3,9,52,17.0
147427,0.0,244.99,1.0,29,3,2,31,0.0
71742,0.396,238.04,16.9,2,4,13,6,45.0
126064,0.0,239.29,7.6,14,3,6,28,17.0
166259,0.348,241.46,2.4,4,11,4,23,1.0
138980,0.0,242.42,0.8,23,3,5,44,0.0
175045,0.0,235.27,16.9,17,4,6,49,0.0
96455,0.084,242.1,7.0,21,2,16,59,18.0
94522,0.104,236.87,14.2,20,2,8,46,17.0
217962,0.0,238.07,1.0,17,5,2,6,0.0
41910,0.23,233.18,11.4,14,1,19,54,17.0
93731,0.084,231.3,15.0,19,2,19,35,16.0
45297,0.0,243.01,0.8,17,1,4,21,0.0
136030,0.0,247.03,1.0,21,3,4,34,0.0
188809,0.208,237.35,7.6,26,4,20,13,18.0
171572,0.206,240.3,1.6,14,4,20,56,1.0
187527,0.122,238.52,8.0,25,4,22,51,17.0
12407,0.302,240.72,12.8,25,12,8,11,19.0
217096,0.0,234.32,5.8,16,5,11,40,17.0
100406,0.212,238.16,1.8,24,2,10,50,0.0
171529,0.112,241.98,1.4,14,4,20,13,0.0
62540,0.12,247.38,1.4,29,1,3,44,0.0
121283,0.066,234.97,16.9,3,10,22,47,37.0
128747,0.186,242.14,3.6,16,3,3,11,1.0
115434,0.0,237.56,12.4,3,6,21,18,23.0
197411,0.292,236.1,2.6,5,2,19,35,1.0
118547,0.0,241.89,1.0,3,9,1,11,0.0
67502,0.0,241.45,1.0,2,1,14,26,0.0
219417,0.0,237.58,0.8,18,5,2,21,0.0
90859,0.244,235.64,11.8,17,2,19,43,17.0
18873,0.284,234.82,10.6,29,12,19,57,16.0
196321,0.076,236.21,2.0,5,2,1,25,1.0
138381,0.0,235.15,5.2,22,3,19,45,0.0
42619,0.0,238.82,9.8,15,1,7,43,17.0
217542,0.112,233.53,8.0,16,5,19,6,27.0
158918,0.1,242.64,1.6,4,6,2,2,0.0
174654,0.0,244.29,0.8,17,4,0,18,0.0
137443,0.0,246.07,0.8,22,3,4,7,0.0
212478,0.0,238.39,1.0,13,5,6,42,0.0
150662,0.0,239.72,9.2,31,3,8,26,18.0
159246,0.092,239.19,12.4,4,6,7,30,19.0
11292,0.058,237.42,13.6,24,12,13,36,31.0
152213,0.048,239.43,8.0,4,1,10,17,17.0
134341,0.0,243.32,0.8,20,3,0,25,0.0
222425,0.07,235.72,1.2,20,5,4,29,2.0
56004,0.0,243.67,5.8,24,1,14,48,20.0
174092,0.0,239.08,1.0,16,4,14,56,0.0
63991,0.162,247.33,1.4,30,1,3,55,1.0
1619,0.388,236.07,15.8,17,12,20,23,19.0
42436,0.134,243.47,1.4,15,1,4,40,1.0
135460,0.462,237.75,16.9,20,3,19,4,38.0
142171,0.048,237.32,5.4,25,3,10,55,17.0
34293,0.154,241.51,1.4,1,9,12,57,0.0
211648,0.082,235.21,5.2,5,12,16,52,17.0
95318,0.166,240.08,6.6,20,2,22,2,2.0
52734,0.264,240.77,10.0,22,1,8,18,19.0
220776,0.0,238.1,1.0,19,5,1,0,0.0
139266,0.096,236.42,1.4,23,3,10,30,0.0
113345,0.0,240.49,5.4,3,5,10,29,18.0
109649,0.0,240.49,0.8,3,2,20,53,0.0
228738,0.0,236.46,1.2,24,5,13,42,0.0
106656,0.118,239.12,1.4,28,2,19,0,0.0
58541,0.0,240.36,3.2,26,1,9,5,0.0
51911,0.068,236.36,12.4,21,1,18,35,18.0
133671,0.0,242.61,1.0,19,3,13,15,0.0
232511,0.078,236.82,1.4,27,5,4,35,2.0
222684,0.168,229.08,16.9,20,5,8,48,17.0
178871,0.172,244.82,1.8,19,4,22,35,0.0
246008,0.194,233.44,1.6,6,5,13,32,0.0
7496,0.084,241.53,1.2,21,12,22,20,0.0
101248,0.118,240.25,1.4,25,2,0,52,0.0
77597,0.0,246.2,1.0,2,8,14,41,0.0
81635,0.138,236.99,14.6,2,11,9,59,17.0
220585,0.148,232.4,5.8,18,5,21,49,0.0
40917,0.09,240.49,1.4,14,1,3,21,0.0
154458,0.292,238.55,14.6,4,2,23,42,45.0
237138,0.046,233.44,5.2,30,5,9,42,17.0
209638,0.09,235.48,1.6,5,11,7,22,0.0
233938,0.0,237.83,1.0,28,5,4,22,0.0
15581,0.0,244.04,1.0,27,12,13,5,0.0
48751,0.0,241.55,12.6,19,1,13,55,0.0
209119,0.142,238.34,1.4,5,10,22,43,1.0
155132,0.0,239.03,5.4,4,3,10,56,18.0
20949,0.0,242.35,14.2,31,12,6,33,0.0
128082,0.278,241.35,13.0,15,3,16,6,41.0
175195,0.104,237.68,5.6,17,4,9,19,17.0
84779,0.112,245.88,3.0,13,2,14,23,1.0
157286,0.38,244.45,8.8,4,4,22,50,1.0
48643,0.132,241.14,1.4,19,1,12,7,0.0
138186,0.0,243.97,0.8,22,3,16,30,0.0
153310,0.128,245.26,1.4,4,2,4,34,0.0
58917,0.164,248.22,2.6,26,1,15,21,4.0
119174,0.0,238.51,5.6,3,9,11,38,18.0
64230,0.226,235.82,15.0,30,1,7,54,18.0
110261,0.126,242.12,1.4,3,3,7,5,0.0
90854,0.465,236.6,12.2,17,2,19,38,17.0
37134,0.234,240.77,2.0,1,11,12,18,0.0
225346,0.068,234.56,1.2,22,5,5,10,0.0
47504,0.112,238.62,5.6,18,1,17,8,18.0
28293,0.0,238.75,9.4,1,5,8,57,0.0
188856,0.202,233.57,7.0,26,4,21,0,13.0
28347,0.132,237.48,9.8,1,5,9,51,0.0
188790,0.068,235.71,6.0,26,4,19,54,17.0
111105,0.0,239.38,7.4,3,3,21,9,17.0
44228,0.132,238.76,2.0,16,1,10,32,0.0
47383,0.176,243.53,1.6,18,1,15,7,0.0
36560,0.16,244.43,1.4,1,11,2,44,2.0
38276,0.146,241.84,10.0,1,12,7,20,17.0
245779,0.09,234.63,1.2,6,5,9,43,0.0
8329,0.465,239.09,6.6,22,12,12,13,12.0
88947,0.0,239.22,5.4,16,2,11,51,17.0
75029,0.096,239.28,1.6,2,6,19,53,0.0
56183,0.0,241.59,6.6,24,1,17,47,0.0
48938,0.0,240.21,5.4,19,1,17,2,18.0
49818,0.0,236.41,16.9,20,1,7,42,17.0
121487,0.058,238.32,9.6,3,11,2,11,0.0
86778,0.094,241.71,1.4,14,2,23,42,0.0
60604,0.34,238.37,12.4,27,1,19,28,0.0
221953,0.0,236.57,1.2,19,5,20,37,0.0
137407,0.078,247.42,1.2,22,3,3,31,0.0
233163,0.408,232.97,12.8,27,5,15,27,37.0
204491,0.196,234.67,2.2,5,7,17,35,0.0
157059,0.086,238.76,7.4,4,4,19,3,17.0
198450,0.178,234.55,1.2,5,3,12,54,1.0
215316,0.052,236.84,1.2,15,5,6,0,0.0
86455,0.0,235.22,9.6,14,2,18,19,0.0
178948,0.112,242.57,1.0,19,4,23,52,0.0
155877,0.258,247.15,2.0,4,3,23,21,1.0
213255,0.076,233.26,6.8,13,5,19,39,17.0
24999,0.058,246.69,1.2,1,3,2,3,0.0
154497,0.104,240.67,1.4,4,3,0,21,0.0
91525,0.094,239.67,14.2,18,2,6,49,18.0
